,state_location,zip_location,school_counts,enrollment_mean,g12_enrollment_mean,teachers_fte_mean,g12_students_retained_mean,students_SAT_ACT_mean,salaries_teachers_mean,salaries_total_mean,expenditures_nonpersonnel_mean
759,AZ,86336,2,232.0,43.0,14.0,1.0,24.0,968515.0,1168347.5,348202.0
760,AZ,86337,1,51.0,11.0,2.0,0.0,0.0,233500.0,534394.0,281014.0
761,AZ,86401,2,968.0,235.0,44.0,34.0,300.0,1599688.0,2352087.38,172789.5
762,AZ,86403,3,584.0,130.0,61.0,10.0,204.0,2148080.47,3002511.31,354437.25
763,AZ,86409,1,391.0,97.0,52.0,2.0,0.0,731126.0,921139.19,295013.0
764,AZ,86426,2,140.0,55.0,28.0,0.0,0.0,317248.0,11609283.31,255086.0
765,AZ,86432,1,194.0,25.0,10.0,0.0,0.0,495000.0,495000.0,200000.0
766,AZ,86440,2,268.0,54.0,39.0,0.0,0.0,538307.5,788073.5,399855.0
767,AZ,86442,2,814.0,157.0,55.0,0.0,28.0,1064782.0,40258768.0,803865.5
768,AZ,86503,1,1074.0,324.0,65.0,71.0,119.0,3002809.0,4346332.0,1660271.0
769,AZ,86504,1,586.0,157.0,43.0,16.0,65.0,1655517.0,2088881.38,44122.0
770,AZ,86505,1,515.0,129.0,32.0,0.0,1.0,1525565.0,1888748.0,90113.0
771,AZ,86510,1,297.0,78.0,19.0,16.0,27.0,1204437.0,1725452.62,324369.0
772,AZ,86512,1,209.0,58.0,21.0,13.0,83.0,908849.0,1283456.75,221526.0
773,AZ,86514,1,153.0,35.0,13.0,1.0,49.0,376812.0,378813.0,10214.0
774,AZ,86538,1,447.0,84.0,52.0,12.0,135.0,1744228.42,2621916.67,842990.76
775,AZ,86544,1,39.0,6.0,3.0,0.0,0.0,144109.0,168838.0,12679.0
776,CA,90001,5,544.0,124.0,23.0,2.0,186.0,1456485.4,2319252.5,703428.4
777,CA,90002,2,520.0,124.0,31.0,11.0,128.0,1422644.0,2360495.5,705021.0
778,CA,90003,4,887.0,196.0,36.0,5.0,315.0,3246639.82,4778867.51,1363317.19
779,CA,90004,2,465.0,112.0,21.0,0.0,82.0,1449327.0,2255490.5,1788332.5
780,CA,90005,3,489.0,87.0,26.0,4.0,103.0,1507866.33,2298258.46,332120.67
781,CA,90006,1,341.0,0.0,16.0,0.0,113.0,1115821.0,1580659.75,381729.0
782,CA,90007,6,780.0,201.0,34.0,1.0,138.0,2042321.33,3477857.85,1896242.33
783,CA,90008,1,171.0,49.0,10.0,0.0,79.0,887496.0,1265496.0,987762.0
784,CA,90011,6,920.0,164.0,43.0,8.0,184.0,2528013.17,3797220.71,1094456.0
785,CA,90012,1,1280.0,351.0,61.0,0.0,380.0,3932952.0,5621693.5,898704.0
786,CA,90014,1,136.0,114.0,56.0,46.0,0.0,280021.0,398081.0,471171.0
787,CA,90015,3,581.0,188.0,23.0,2.0,67.0,1841194.0,3024185.12,2759850.33
788,CA,90016,1,972.0,270.0,44.0,19.0,190.0,2643341.0,4095790.0,818044.0
789,CA,90017,4,425.0,83.0,20.0,4.0,122.0,1326546.5,1979675.84,278198.0
790,CA,90018,1,541.0,87.0,30.0,1.0,176.0,1974700.0,2481192.75,2220582.0
791,CA,90019,2,806.0,120.0,59.0,8.0,90.0,2229843.0,3035245.19,457673.0
792,CA,90022,2,1398.0,323.0,62.0,12.0,350.0,3743876.5,5216200.56,430677.5
793,CA,90023,1,601.0,137.0,28.0,3.0,77.0,1702481.0,2476329.5,790467.0
794,CA,90025,2,1194.0,240.0,56.0,4.0,222.0,3332048.0,4522367.38,2257890.0
795,CA,90026,6,515.0,112.0,26.0,5.0,108.0,1590561.33,2484784.25,1113454.33
796,CA,90027,1,2396.0,529.0,92.0,24.0,615.0,5797880.0,7738672.0,1082821.0
797,CA,90028,4,773.0,168.0,36.0,3.0,176.0,2224406.25,3315614.62,645896.75
798,CA,90031,4,612.0,102.0,32.0,8.0,153.0,2023408.75,3120588.06,3210163.75
799,CA,90032,2,1034.0,218.0,52.0,8.0,278.0,3026823.0,4708534.25,2032329.0
800,CA,90033,4,779.0,186.0,39.0,6.0,228.0,2577008.0,3719146.75,614073.25
801,CA,90034,1,2637.0,584.0,115.0,12.0,595.0,7067606.0,9290143.0,971719.0
802,CA,90037,3,824.0,186.0,42.0,5.0,259.0,2404326.67,3840405.08,1566709.67
803,CA,90041,1,2325.0,449.0,98.0,10.0,428.0,5888781.0,7871690.0,858454.0
804,CA,90042,4,511.0,102.0,25.0,4.0,125.0,1477296.25,2627866.53,318481.5
805,CA,90043,4,734.0,151.0,35.0,4.0,203.0,2265996.5,3810228.44,3255311.5
806,CA,90044,3,452.0,100.0,21.0,2.0,103.0,1343624.33,2202222.0,382667.33
807,CA,90045,2,748.0,178.0,35.0,10.0,156.0,2335484.5,3686975.62,1852983.5
808,CA,90046,1,1918.0,493.0,76.0,13.0,366.0,5012867.0,6873422.5,697623.0
809,CA,90047,5,520.0,112.0,26.0,4.0,124.0,1637133.8,2479091.55,1097172.2
810,CA,90057,1,172.0,0.0,9.0,0.0,0.0,677609.0,1218953.25,1064667.0
811,CA,90059,1,514.0,112.0,25.0,0.0,249.0,1906724.0,3105744.0,2795892.0
812,CA,90061,3,867.0,175.0,42.0,22.0,173.0,2420096.33,4190392.5,1570164.33
813,CA,90063,7,355.0,75.0,18.0,1.0,96.0,1640186.04,2516437.45,718533.4
814,CA,90064,2,264.0,12.0,12.0,0.0,16.0,823059.0,1147835.19,501809.5
815,CA,90065,5,340.0,84.0,17.0,2.0,126.0,1247287.6,2079757.7,1112429.2
816,CA,90066,1,2038.0,432.0,87.0,22.0,363.0,5581506.0,7234903.0,905833.0
817,CA,90071,1,518.0,118.0,17.0,0.0,255.0,1391371.0,1938007.75,2914293.0
818,CA,90201,3,1862.0,445.0,77.0,5.0,270.0,5350439.67,6952904.67,1636737.0
819,CA,90212,1,1448.0,381.0,83.0,0.0,289.0,6142238.0,9394936.0,1166542.0
820,CA,90220,1,1766.0,353.0,79.0,0.0,553.0,-2.0,0.0,47005.0
821,CA,90221,1,1821.0,427.0,73.0,0.0,661.0,-2.0,0.0,13261.0
822,CA,90222,2,589.0,106.0,28.0,0.0,392.0,-2.0,0.0,10633.0
823,CA,90230,1,2146.0,484.0,90.0,0.0,462.0,7534107.0,10836788.0,800481.0
824,CA,90241,2,3840.0,930.0,158.0,10.0,1324.0,15817962.0,20185816.0,10565614.5
825,CA,90245,2,866.0,196.0,38.0,4.0,310.0,2913148.0,4099726.25,1531556.0
826,CA,90248,2,799.0,177.0,37.0,5.0,238.0,2239793.5,3103979.0,1770419.0
827,CA,90249,1,203.0,62.0,12.0,4.0,244.0,4359428.29,5933321.78,1199936.77
828,CA,90250,4,860.0,222.0,39.0,8.0,188.0,2240237.75,3494744.94,1115108.75
829,CA,90255,8,725.0,152.0,31.0,3.0,167.0,2074962.88,3546213.5,2036924.88
830,CA,90260,4,1336.0,309.0,62.0,3.0,229.0,4137294.32,5915104.45,906274.69
831,CA,90262,2,1950.0,424.0,80.0,0.0,664.0,6184399.5,8048942.25,390546.5
832,CA,90265,1,951.0,151.0,56.0,0.0,171.0,4493169.0,6350251.0,300711.0
833,CA,90266,1,2541.0,619.0,101.0,15.0,626.0,8703255.0,11141984.0,904000.0
834,CA,90270,1,1263.0,257.0,48.0,16.0,182.0,2863028.0,4151902.25,302313.0
835,CA,90272,1,3056.0,716.0,128.0,0.0,157.0,12479777.0,18510846.0,7752875.0
836,CA,90274,2,2063.0,528.0,84.0,0.0,328.0,6811287.0,9330122.0,402370.5
837,CA,90277,1,2948.0,664.0,116.0,0.0,970.0,11191697.0,14469897.0,1229995.0
838,CA,90280,5,1334.0,272.0,52.0,12.0,299.0,3446010.0,4771228.65,534694.8
839,CA,90291,1,605.0,147.0,28.0,0.0,214.0,1765029.0,2421560.5,5755280.0
840,CA,90301,4,559.0,126.0,22.0,1.0,125.0,2481646.32,3454061.57,601963.94
841,CA,90303,1,751.0,180.0,34.0,0.0,57.0,2715845.0,3790543.25,40002.0
842,CA,90304,1,583.0,143.0,27.0,0.0,264.0,2492666.0,3797143.0,1740391.0
843,CA,90305,1,634.0,149.0,29.0,0.0,181.0,1799156.0,2489716.25,738879.0
844,CA,90405,1,2826.0,713.0,140.0,0.0,640.0,10668496.0,15273414.0,650776.0
845,CA,90501,1,1954.0,490.0,79.0,0.0,349.0,5774952.0,7247889.5,515616.0
846,CA,90503,1,2031.0,481.0,81.0,0.0,682.0,6339024.0,7517368.0,564393.0
847,CA,90504,1,1846.0,440.0,75.0,5.0,371.0,5685452.0,6752506.5,442633.0
848,CA,90505,1,2042.0,483.0,85.0,23.0,261.0,6059255.0,7817402.0,555148.0
849,CA,90601,1,1906.0,468.0,76.0,0.0,0.0,7345935.0,9803751.0,471843.0
850,CA,90604,1,2830.0,649.0,104.0,0.0,0.0,10379364.0,13340833.0,844030.0
851,CA,90605,1,2718.0,741.0,99.0,0.0,0.0,9746819.0,12380739.0,592994.0
852,CA,90606,1,1303.0,345.0,58.0,0.0,0.0,5384733.0,7697586.0,506687.0
853,CA,90621,1,1983.0,445.0,69.0,3.0,353.0,6904220.0,9051129.0,839854.0
854,CA,90623,1,2471.0,606.0,87.0,7.0,460.0,7769057.0,9131021.0,1147709.0
855,CA,90630,2,2049.0,427.0,71.0,0.0,484.0,6254475.0,7510577.0,866680.5
856,CA,90631,2,2068.0,529.0,72.0,2.0,345.0,7144651.0,9729210.0,921848.5
857,CA,90638,1,2006.0,422.0,83.0,8.0,305.0,6820704.0,9142037.0,400191.0
858,CA,90640,3,1930.0,479.0,78.0,0.0,108.0,5421276.33,6808960.33,428660.0
859,CA,90650,2,1704.0,392.0,76.0,19.0,320.0,5359395.0,7591174.5,321060.5
860,CA,90660,2,1296.0,301.0,56.0,0.0,293.0,3948681.5,4363916.81,390700.0
861,CA,90670,1,2282.0,591.0,86.0,0.0,0.0,8516862.0,11671291.0,437692.0
862,CA,90703,3,1716.0,399.0,70.0,0.0,70.0,5547621.67,7756153.0,318452.67
863,CA,90706,1,2471.0,387.0,116.0,0.0,281.0,7875199.0,10479264.0,1260011.0
864,CA,90710,2,1342.0,300.0,62.0,8.0,462.0,3760075.5,5112295.12,908342.5
865,CA,90713,2,3018.0,581.0,124.0,0.0,840.0,9409137.5,12291132.0,1062367.0
866,CA,90715,1,1482.0,348.0,71.0,0.0,62.0,4191698.0,7190912.5,466326.0
867,CA,90720,1,3235.0,829.0,116.0,0.0,854.0,10802939.0,16173544.0,2524656.0
868,CA,90723,1,4722.0,1112.0,181.0,0.0,2177.0,14061563.0,18942420.0,1106487.0
869,CA,90731,3,1253.0,275.0,57.0,6.0,321.0,3431193.0,5298572.0,2399307.67
870,CA,90744,2,1447.0,283.0,62.0,14.0,500.0,3650649.5,5404232.06,702228.5
871,CA,90745,3,862.0,207.0,36.0,8.0,296.0,2339066.0,3163509.58,495117.67
872,CA,90747,1,667.0,163.0,25.0,0.0,308.0,2531777.0,3194705.5,1050120.0
873,CA,90804,1,3703.0,889.0,143.0,0.0,1403.0,11584371.0,14498813.0,971695.0
874,CA,90805,1,2646.0,670.0,109.0,0.0,982.0,8688215.0,11941542.0,1061217.0
875,CA,90808,1,714.0,165.0,29.0,0.0,292.0,1957188.0,2805247.25,219436.0
876,CA,90810,2,1586.0,331.0,70.0,2.0,582.0,4913514.5,6860009.0,612765.5
877,CA,90813,3,1414.0,352.0,55.0,0.0,487.0,4160019.67,5469472.91,367228.33
878,CA,90815,2,1956.0,426.0,76.0,0.0,692.0,6236515.5,7913797.12,421227.5
879,CA,91001,1,451.0,58.0,20.0,0.0,0.0,1414503.0,2658004.0,160400.0
880,CA,91006,1,13.0,4.0,0.0,4.0,244.0,4359428.29,5933321.78,1199936.77
881,CA,91007,1,3306.0,869.0,130.0,17.0,408.0,12425513.0,15443936.0,461561.0
882,CA,91010,1,869.0,202.0,45.0,0.0,151.0,3785700.0,5960562.0,978537.0
883,CA,91011,1,2079.0,362.0,83.0,5.0,202.0,7067494.0,9333458.0,566613.0
884,CA,91016,2,1024.0,236.0,44.0,0.0,138.0,4189759.0,5755916.25,7050404.0
885,CA,91030,1,1492.0,390.0,64.0,3.0,216.0,5346565.0,6343433.0,1091020.0
886,CA,91042,1,1283.0,293.0,64.0,2.0,200.0,3842647.0,5402164.5,525432.0
887,CA,91103,1,892.0,190.0,46.0,0.0,0.0,2400012.0,3914606.75,207779.0
888,CA,91104,1,1992.0,214.0,70.0,0.0,0.0,4946961.0,6814072.5,1382270.0
889,CA,91106,1,1099.0,154.0,50.0,14.0,0.0,3073267.0,4515892.5,217243.0
890,CA,91107,3,1325.0,360.0,59.0,14.0,21.0,6112706.0,7397028.42,5051689.33
891,CA,91108,1,1123.0,301.0,55.0,1.0,175.0,6318182.0,9422721.0,1205379.0
892,CA,91202,1,1637.0,391.0,68.0,0.0,184.0,5498215.0,6744376.5,345172.0
893,CA,91205,1,2228.0,557.0,91.0,0.0,328.0,6912790.0,8611534.0,462069.0
894,CA,91214,2,1884.0,462.0,72.0,0.0,397.0,6022647.0,7338420.0,429276.5
895,CA,91301,1,2078.0,560.0,87.0,5.0,355.0,8884162.0,10156969.0,12549.0
896,CA,91302,1,2000.0,486.0,78.0,2.0,334.0,7695381.0,8894009.0,89445.0
897,CA,91303,1,1415.0,233.0,67.0,14.0,187.0,3784557.0,6118205.5,699148.0
898,CA,91311,1,1864.0,463.0,83.0,7.0,284.0,4531515.0,6645566.0,767057.0
899,CA,91320,1,2448.0,622.0,100.0,0.0,0.0,7978003.0,10324900.0,44630.0
900,CA,91321,2,2240.0,504.0,92.0,0.0,248.0,6936411.0,10516992.5,1309252.5
901,CA,91325,1,1080.0,219.0,45.0,0.0,203.0,2912985.0,4000224.5,155921.0
902,CA,91331,2,810.0,184.0,36.0,0.0,190.0,2418467.5,3545506.09,789970.5
903,CA,91335,2,2340.0,517.0,96.0,10.0,525.0,6033497.5,8320253.25,1954327.5
904,CA,91340,6,740.0,157.0,33.0,5.0,145.0,2103052.67,3130678.12,693213.0
905,CA,91342,7,678.0,130.0,33.0,3.0,162.0,1965530.57,3303467.36,1594433.0
906,CA,91343,1,2185.0,457.0,95.0,10.0,375.0,5832104.0,8464795.0,1094330.0
907,CA,91344,3,2701.0,629.0,107.0,24.0,194.0,7888105.0,11377458.0,2277324.67
908,CA,91350,2,1246.0,292.0,49.0,0.0,148.0,4229321.5,6221887.78,651886.5
909,CA,91351,1,2218.0,520.0,86.0,0.0,228.0,6810404.0,10373946.0,1294636.0
910,CA,91352,5,1180.0,170.0,53.0,9.0,182.0,3294184.0,5144355.65,1759701.0
911,CA,91355,3,1515.0,380.0,70.0,0.0,168.0,5870169.0,8560116.67,5087809.33
912,CA,91360,1,2206.0,598.0,90.0,0.0,0.0,7212557.0,9753773.0,44630.0
913,CA,91362,1,2194.0,515.0,85.0,0.0,0.0,7212557.0,9697608.0,44630.0
914,CA,91364,1,2364.0,575.0,93.0,12.0,434.0,5780450.0,7899046.5,1735113.0
915,CA,91367,1,3567.0,987.0,127.0,46.0,784.0,11969791.0,18076044.0,3709777.0
916,CA,91377,1,1560.0,371.0,65.0,0.0,137.0,5286249.0,6590424.5,318169.0
917,CA,91381,1,2470.0,585.0,96.0,0.0,377.0,7937811.0,11533624.0,1149825.0
918,CA,91401,1,1888.0,401.0,83.0,23.0,214.0,4676666.0,6897244.0,982151.0
919,CA,91402,2,828.0,186.0,36.0,4.0,202.0,2279566.0,3886986.38,1814207.5
920,CA,91405,2,1158.0,178.0,52.0,1.0,146.0,3240769.0,4927394.5,1953654.0
921,CA,91406,3,1301.0,321.0,52.0,9.0,175.0,4030501.33,6040311.08,371154.33
922,CA,91411,1,2712.0,530.0,116.0,13.0,506.0,7316234.0,9831193.0,1250618.0
923,CA,91423,1,204.0,0.0,7.0,0.0,0.0,480895.0,827785.12,195898.0
924,CA,91502,1,2554.0,588.0,107.0,0.0,284.0,7173878.0,9923184.0,40827.0
925,CA,91506,1,2582.0,629.0,109.0,0.0,296.0,7359644.0,9705863.0,343629.0
926,CA,91601,2,1522.0,340.0,64.0,10.0,327.0,4074810.5,5714670.62,410331.0
927,CA,91701,2,2914.0,702.0,119.0,0.0,611.0,14344200.0,19635732.0,1155710.0
928,CA,91702,1,1245.0,286.0,63.0,2.0,172.0,4037748.0,5622484.5,265434.0
929,CA,91706,2,1904.0,430.0,83.0,0.0,159.0,7517998.0,10496620.0,545548.0
930,CA,91709,2,2758.0,680.0,104.0,0.0,1154.0,9434668.5,11739640.0,968087.5
931,CA,91710,2,1782.0,471.0,83.0,0.0,726.0,7401565.0,9580616.5,1307685.0
932,CA,91711,1,2414.0,634.0,92.0,0.0,363.0,7226809.0,8929526.0,522878.0
933,CA,91722,2,1206.0,321.0,50.0,0.0,78.0,4703815.0,5808297.5,1734402.5
934,CA,91723,2,1420.0,373.0,60.0,0.0,0.0,6578494.5,7596264.75,2641355.5
935,CA,91724,1,1514.0,384.0,60.0,0.0,58.0,5357297.0,7408483.0,2671601.0
936,CA,91731,1,1805.0,441.0,81.0,0.0,280.0,6364981.0,7998016.0,2337748.0
937,CA,91732,2,1751.0,446.0,80.0,0.0,265.0,6671932.0,8258462.0,2929717.5
938,CA,91733,1,1300.0,306.0,62.0,0.0,144.0,5063421.0,6708601.0,2383930.0
939,CA,91737,1,3153.0,820.0,121.0,0.0,759.0,14842463.0,20022392.0,1458549.0
940,CA,91739,1,3583.0,889.0,139.0,0.0,786.0,16970420.0,22564392.0,1259495.0
941,CA,91741,1,2532.0,692.0,98.0,0.0,604.0,9123916.0,14748499.0,933038.0
942,CA,91744,3,1387.0,344.0,57.0,5.0,220.0,4406516.33,6318894.67,415350.67
943,CA,91745,2,1650.0,430.0,66.0,0.0,339.0,5088725.5,6600417.25,501985.0
944,CA,91746,1,1012.0,272.0,43.0,0.0,0.0,2687505.0,3857346.5,102458.0
945,CA,91748,1,2122.0,569.0,78.0,2.0,435.0,6841460.0,9401536.0,721965.0
946,CA,91750,1,1971.0,455.0,76.0,0.0,382.0,6181609.0,7446027.0,531077.0
947,CA,91752,2,892.0,194.0,36.0,6.0,182.0,3004322.0,3624548.53,209786.5
948,CA,91761,1,2173.0,472.0,91.0,0.0,395.0,10149483.0,14976695.0,1380046.0
949,CA,91762,2,2842.0,688.0,119.0,0.0,512.0,13376878.0,19164327.0,1431461.5
950,CA,91763,1,2899.0,672.0,118.0,0.0,553.0,13759284.0,19236364.0,1146590.0
951,CA,91765,1,2918.0,811.0,113.0,0.0,854.0,9076450.0,12486069.0,1914712.0
952,CA,91766,3,1425.0,310.0,60.0,0.0,739.0,4331448.33,6327234.17,545653.0
953,CA,91767,3,798.0,153.0,40.0,2.0,301.0,2896067.67,4365689.75,421981.67
954,CA,91768,1,936.0,219.0,51.0,0.0,531.0,4032707.0,6354638.0,378769.0
955,CA,91770,1,1847.0,440.0,82.0,0.0,360.0,6417022.0,8028884.0,2357177.0
956,CA,91773,1,1375.0,344.0,53.0,0.0,285.0,4354485.0,5601451.0,411880.0
957,CA,91776,3,1994.0,504.0,81.0,1.0,388.0,6836578.0,9721375.67,5159802.0
958,CA,91780,1,1977.0,525.0,83.0,0.0,474.0,7952266.0,10364832.0,601553.0
959,CA,91786,1,3227.0,749.0,138.0,0.0,556.0,10314823.0,11381220.0,461043.0
960,CA,91789,1,2527.0,668.0,111.0,1.0,742.0,8643216.0,11824846.0,1536531.0
961,CA,91790,1,814.0,204.0,38.0,0.0,82.0,2565225.0,3659460.0,242293.0
962,CA,91791,1,2227.0,527.0,93.0,5.0,595.0,6475783.0,8173400.0,631224.0
963,CA,91801,2,2368.0,616.0,88.0,7.0,522.0,7263561.5,9288474.0,382414.5
964,CA,91910,1,2141.0,563.0,87.0,0.0,371.0,5325880.0,8004951.0,316846.0
965,CA,91911,3,1458.0,407.0,65.0,22.0,212.0,3625166.67,5525226.12,613755.33
966,CA,91913,3,2449.0,672.0,100.0,0.0,597.0,6044376.0,9018501.67,326168.33
967,CA,91915,2,1830.0,506.0,76.0,0.0,481.0,4800844.5,6575955.5,2249307.0
968,CA,91932,1,1649.0,454.0,66.0,0.0,237.0,4331874.0,6666748.5,291629.0
969,CA,91941,1,2465.0,616.0,104.0,13.0,737.0,8102759.0,14172158.0,6299641.0
970,CA,91944,1,2219.0,583.0,88.0,20.0,135.0,5942601.0,8236476.0,308388.0
971,CA,91950,1,2739.0,767.0,112.0,0.0,404.0,5953840.0,8834702.0,388915.0
972,CA,91962,1,389.0,85.0,22.0,0.0,56.0,1609948.0,2159007.0,589571.0
973,CA,91977,2,1422.0,314.0,65.0,25.0,68.0,4059213.5,6230407.5,367334.5
974,CA,91978,1,2195.0,520.0,69.0,0.0,419.0,6522794.0,8439748.0,4173836.0
975,CA,92003,1,329.0,55.0,14.0,0.0,42.0,785810.0,971323.0,300458.0
976,CA,92004,2,1074.0,132.0,42.0,0.0,19.0,3091854.0,5177462.28,3328026.0
977,CA,92008,1,2337.0,557.0,90.0,0.0,402.0,6614479.0,9187588.0,1053065.0
978,CA,92009,1,1935.0,431.0,82.0,0.0,384.0,6487073.0,8300968.5,565624.0
979,CA,92010,1,1257.0,318.0,47.0,0.0,317.0,3421480.0,5278218.0,491907.0
980,CA,92019,2,2208.0,570.0,80.0,16.0,156.0,5435778.0,7726150.0,265689.0
981,CA,92021,1,1838.0,529.0,71.0,95.0,16.0,4469281.0,6927879.0,367435.0
982,CA,92024,1,1902.0,477.0,74.0,0.0,439.0,6283956.0,8076514.0,755704.0
983,CA,92025,2,1714.0,399.0,72.0,6.0,321.0,5127953.5,7568595.5,3014999.0
984,CA,92026,1,2379.0,605.0,107.0,24.0,349.0,6836573.0,9747784.0,624943.0
985,CA,92027,2,1327.0,345.0,62.0,18.0,208.0,4915243.0,7028218.75,907629.5
986,CA,92028,1,1962.0,442.0,91.0,17.0,332.0,6773939.0,8885127.0,331094.0
987,CA,92029,1,783.0,170.0,31.0,2.0,235.0,2354014.0,3548338.5,439709.0
988,CA,92036,1,130.0,37.0,9.0,0.0,15.0,517425.0,1438768.62,716624.0
989,CA,92037,1,1505.0,371.0,57.0,2.0,447.0,5193235.0,6747612.0,586822.0
990,CA,92040,2,994.0,210.0,42.0,4.0,50.0,2652050.0,3826701.0,624368.0
991,CA,92054,1,2189.0,513.0,89.0,0.0,231.0,6668990.0,9596710.0,500706.0
992,CA,92056,1,1069.0,983.0,46.0,418.0,0.0,3126164.0,8960754.0,4741515.0
993,CA,92057,1,2900.0,711.0,114.0,0.0,507.0,8013398.0,11671239.0,423753.0
994,CA,92064,1,2262.0,542.0,87.0,9.0,549.0,6449161.0,8428321.0,500430.0
995,CA,92065,1,1487.0,337.0,55.0,10.0,1.0,5437375.0,6773716.5,527034.0
996,CA,92069,1,2547.0,605.0,91.0,0.0,0.0,7249872.0,9325120.0,993364.0
997,CA,92071,2,1654.0,408.0,60.0,16.0,105.0,4424864.5,6358245.5,267503.5
998,CA,92078,3,1273.0,306.0,51.0,0.0,26.0,3309304.33,5064305.33,1421952.33
999,CA,92081,1,2168.0,528.0,103.0,0.0,316.0,8029080.0,11020535.0,500296.0
1000,CA,92082,2,596.0,143.0,26.0,0.0,96.0,2497280.5,3984871.5,1536087.5
1001,CA,92083,1,169.0,52.0,14.0,2.0,1.0,1213478.0,1445721.75,1170980.0
1002,CA,92084,1,2515.0,566.0,128.0,0.0,268.0,8863700.0,12119948.0,1880852.0
1003,CA,92086,1,77.0,12.0,6.0,0.0,10.0,485064.0,835290.88,539524.0
1004,CA,92093,1,830.0,98.0,39.0,0.0,193.0,3451244.0,5046607.0,1392929.0
1005,CA,92101,5,677.0,144.0,31.0,4.0,118.0,1873364.0,2554994.25,516851.8
1006,CA,92102,1,1305.0,139.0,70.0,0.0,222.0,3582065.0,5733228.5,3508326.0
1007,CA,92105,2,370.0,68.0,18.0,0.0,32.0,998627.5,1579914.87,1614212.0
1008,CA,92106,4,822.0,189.0,37.0,1.0,224.0,2784891.25,3545186.75,2324340.5
1009,CA,92109,1,1083.0,224.0,51.0,1.0,192.0,3445876.0,4865051.5,339699.0
1010,CA,92110,1,260.0,260.0,12.0,0.0,0.0,764585.0,1456248.25,1072252.0
1011,CA,92111,4,380.0,86.0,14.0,0.0,66.0,1069714.5,1440757.97,180788.75
1012,CA,92113,1,1502.0,346.0,64.0,6.0,228.0,4420600.0,6308909.5,300572.0
1013,CA,92114,2,993.0,226.0,42.0,21.0,121.0,3155684.0,4246577.0,421692.0
1014,CA,92115,2,1648.0,379.0,69.0,7.0,326.0,4904012.0,6449919.75,632990.5
1015,CA,92117,2,972.0,229.0,45.0,2.0,196.0,3142785.0,4570466.0,283629.5
1016,CA,92118,1,1160.0,311.0,55.0,0.0,183.0,4735901.0,6669412.0,3292459.0
1017,CA,92120,1,2397.0,536.0,94.0,6.0,584.0,7415746.0,9432379.0,725364.0
1018,CA,92121,2,784.0,347.0,26.0,0.0,18.0,2410881.0,4349395.84,1011450.5
1019,CA,92122,1,1868.0,456.0,67.0,1.0,515.0,5761164.0,7357216.5,425000.0
1020,CA,92123,1,228.0,70.0,12.0,2.0,35.0,820137.0,1520259.0,573319.0
1021,CA,92124,1,1579.0,399.0,66.0,2.0,353.0,4875271.0,6423882.5,431132.0
1022,CA,92126,1,2322.0,537.0,93.0,5.0,492.0,7350527.0,9339114.0,520066.0
1023,CA,92127,1,2168.0,495.0,81.0,2.0,722.0,5880408.0,7723400.5,611310.0
1024,CA,92128,1,2359.0,547.0,87.0,1.0,758.0,6904643.0,8817273.0,420813.0
1025,CA,92129,2,2136.0,520.0,82.0,2.0,678.0,6035843.5,7958871.5,494420.0
1026,CA,92130,2,2497.0,599.0,96.0,0.0,703.0,8380109.0,10277299.5,1004258.5
1027,CA,92131,1,2234.0,509.0,79.0,1.0,679.0,6909231.0,8735950.0,485939.0
1028,CA,92139,1,1450.0,183.0,59.0,1.0,181.0,4063625.0,5503289.5,165660.0
1029,CA,92154,3,2069.0,550.0,85.0,0.0,351.0,4987753.33,7546269.67,307111.0
1030,CA,92201,3,1395.0,286.0,54.0,6.0,258.0,5485844.76,8166009.93,811085.26
1031,CA,92220,1,1019.0,231.0,44.0,0.0,184.0,2998193.0,4396706.0,703064.0
1032,CA,92223,1,2827.0,597.0,101.0,0.0,725.0,7529907.0,9514820.0,1354709.0
1033,CA,92225,1,870.0,163.0,39.0,0.0,39.0,3274706.0,4397101.0,564822.0
1034,CA,92227,1,1687.0,361.0,68.0,0.0,251.0,8917144.0,10452731.0,1386982.0
1035,CA,92231,1,3059.0,682.0,126.0,0.0,240.0,9284591.0,11057986.0,770791.0
1036,CA,92233,1,366.0,95.0,22.0,0.0,42.0,1421131.0,1632442.0,99628.0
1037,CA,92234,1,1618.0,406.0,73.0,1.0,273.0,5791914.0,8259292.0,3761837.0
1038,CA,92236,1,226.0,47.0,10.0,0.0,53.0,649969.0,1135431.0,1023327.0
1039,CA,92240,1,1800.0,395.0,80.0,4.0,275.0,5749759.0,8429628.0,4009563.0
1040,CA,92243,3,1374.0,329.0,60.0,0.0,157.0,5237737.33,6708170.7,1185154.67
1041,CA,92250,1,534.0,120.0,25.0,0.0,0.0,1795268.0,2444483.5,391237.0
1042,CA,92251,1,1249.0,255.0,51.0,0.0,44.0,5710163.0,6605160.0,411410.0
1043,CA,92253,1,2691.0,584.0,99.0,7.0,452.0,8143175.0,12019691.0,624069.0
1044,CA,92260,1,1972.0,468.0,76.0,8.0,286.0,6307470.0,9406501.0,455599.0
1045,CA,92262,1,1755.0,400.0,74.0,2.0,342.0,5963384.0,8469655.0,3918931.0
1046,CA,92270,1,1589.0,370.0,63.0,2.0,289.0,5061377.0,7399853.0,3376022.0
