,state_location,zip_location,school_counts,enrollment_mean,g12_enrollment_mean,teachers_fte_mean,g12_students_retained_mean,students_SAT_ACT_mean,salaries_teachers_mean,salaries_total_mean,expenditures_nonpersonnel_mean
295,AL,36767,1,280.0,65.0,21.0,1.0,68.0,739449.0,1043161.69,29642.0
296,AL,36784,1,357.0,97.0,26.0,0.0,154.0,1479640.0,1889805.25,614484.0
297,AL,36801,1,1248.0,266.0,83.0,3.0,415.0,4921355.0,6933744.0,8240039.0
298,AL,36804,1,645.0,162.0,44.0,0.0,152.0,2073428.0,2789417.0,609847.0
299,AL,36830,1,1844.0,600.0,111.0,0.0,637.0,5528434.0,6727143.0,1061765.0
300,AL,36853,1,517.0,85.0,33.0,3.0,100.0,1954513.0,2599744.0,844277.0
301,AL,36854,2,664.0,117.0,41.0,2.0,169.0,2587436.0,3361446.5,348483.5
302,AL,36862,1,249.0,56.0,19.0,0.0,53.0,1050000.0,1313000.0,15000.0
303,AL,36865,1,243.0,40.0,23.0,0.0,37.0,924655.0,1457787.0,638324.0
304,AL,36866,1,408.0,66.0,22.0,1.0,55.0,1188777.0,1631051.25,1030729.0
305,AL,36870,1,1285.0,374.0,70.0,8.0,533.0,3775262.0,5197775.5,4374228.0
306,AL,36875,1,956.0,235.0,57.0,2.0,288.0,2683233.0,3256796.0,499279.0
307,AL,36877,1,1398.0,457.0,79.0,2.0,379.0,3989819.0,5234156.0,1087547.0
308,AL,36904,1,342.0,52.0,19.0,2.0,56.0,993820.0,1013707.62,12446.0
309,AL,36908,1,333.0,52.0,18.0,0.0,66.0,1142631.0,1227746.62,16110.0
310,AL,36925,1,505.0,130.0,30.0,0.0,105.0,1241893.0,1604382.5,237650.0
311,AR,71254,1,99.0,45.0,13.0,3.0,13.0,694429.0,862737.06,192816.0
312,AR,71601,1,1220.0,302.0,89.0,21.0,233.0,5088353.0,6234990.0,17005464.0
313,AR,71602,2,596.0,149.0,50.0,2.0,244.0,2489658.5,5209414.75,1781584.0
314,AR,71603,1,652.0,209.0,49.0,1.0,286.0,1688277.0,2399397.75,982751.0
315,AR,71635,1,500.0,122.0,39.0,0.0,120.0,2122014.0,2319388.0,741710.0
316,AR,71638,2,106.0,20.0,12.0,2.0,8.0,425232.0,491113.51,80716.0
317,AR,71639,1,319.0,101.0,31.0,1.0,161.0,622886.0,622886.0,851223.0
318,AR,71646,1,575.0,133.0,44.0,1.0,159.0,987121.0,1346638.0,178174848.0
319,AR,71647,1,214.0,30.0,23.0,0.0,66.0,671633.0,846295.69,278628.0
320,AR,71653,1,261.0,59.0,25.0,0.0,141.0,969923.0,1283499.62,196296.0
321,AR,71654,1,497.0,68.0,54.0,1.0,157.0,1923924.0,2690384.0,507743.0
322,AR,71655,2,456.0,130.0,43.0,0.0,214.0,1693541.0,1955032.31,733480.5
323,AR,71665,2,364.0,45.0,30.0,1.0,80.0,776773.0,1019008.38,115956.0
324,AR,71667,1,472.0,103.0,38.0,1.0,112.0,1687576.0,2115594.5,704308.0
325,AR,71671,1,463.0,118.0,42.0,1.0,138.0,1689977.0,1878342.62,583403.0
326,AR,71701,2,538.0,118.0,50.0,2.0,136.0,1608541.0,2091325.88,1002692.5
327,AR,71720,1,236.0,43.0,28.0,1.0,43.0,620626.0,807033.94,41324.0
328,AR,71730,2,814.0,198.0,66.0,2.0,184.0,2563593.0,3132799.44,1687273.0
329,AR,71740,1,129.0,17.0,13.0,0.0,34.0,750545.0,870809.94,91680.0
330,AR,71742,1,328.0,51.0,35.0,0.0,80.0,915423.0,1261659.62,275698.0
331,AR,71743,1,202.0,57.0,20.0,1.0,0.0,807507.0,1186194.75,522151.0
332,AR,71744,1,254.0,37.0,24.0,0.0,52.0,983974.0,1321511.12,60291.0
333,AR,71749,1,326.0,52.0,32.0,0.0,50.0,1315865.0,1532375.88,901963.0
334,AR,71753,1,619.0,186.0,50.0,2.0,96.0,2213679.0,2841121.0,700795.0
335,AR,71762,1,342.0,83.0,42.0,0.0,116.0,1440150.0,3092740.25,922858.0
336,AR,71763,1,63.0,6.0,9.0,0.0,9.0,249176.0,338590.41,28918.0
337,AR,71765,1,130.0,21.0,17.0,0.0,28.0,580059.0,635586.0,20000.0
338,AR,71801,2,439.0,90.0,42.0,2.0,22.0,1661514.5,2113993.22,671783.5
339,AR,71822,1,437.0,112.0,38.0,3.0,166.0,1754894.0,1837137.75,1159537.0
340,AR,71825,1,202.0,26.0,19.0,0.0,50.0,925268.0,1090451.88,207730.0
341,AR,71826,1,142.0,21.0,15.0,0.0,31.0,662245.0,768361.69,80894.0
342,AR,71832,1,509.0,139.0,33.0,2.0,428.0,1946644.0,2246897.25,382994.0
343,AR,71833,1,254.0,39.0,25.0,0.0,62.0,1045713.0,1240815.12,592333.0
344,AR,71836,1,235.0,42.0,20.0,0.0,68.0,754336.0,1006734.12,328650.0
345,AR,71837,1,325.0,79.0,28.0,0.0,120.0,1296586.0,1516690.5,360304.0
346,AR,71842,1,375.0,65.0,39.0,0.0,119.0,1841891.0,1976387.12,14200.0
347,AR,71845,1,23.0,7.0,4.0,0.0,0.0,339029.0,404675.81,12356.0
348,AR,71851,1,167.0,27.0,25.0,0.0,32.0,1173329.0,1427874.5,533497.0
349,AR,71852,1,385.0,133.0,33.0,0.0,140.0,2037085.0,2539052.0,1288314.0
350,AR,71854,1,373.0,97.0,28.0,1.0,120.0,1212103.0,1574023.5,451916.0
351,AR,71857,1,451.0,75.0,41.0,0.0,58.0,1805241.0,1935990.0,402517.0
352,AR,71858,1,200.0,38.0,22.0,0.0,47.0,1037323.0,1123423.38,567514.0
353,AR,71860,1,254.0,35.0,27.0,0.0,91.0,1153752.0,1400563.25,233365.0
354,AR,71861,1,151.0,23.0,17.0,1.0,36.0,838844.0,973258.19,102466.0
355,AR,71875,1,1009.0,211.0,81.0,4.0,312.0,3789979.0,5166492.0,5500322.0
356,AR,71901,3,701.0,130.0,54.0,1.0,270.0,2795939.0,3421164.5,783686.33
357,AR,71913,1,930.0,179.0,72.0,1.0,125.0,3896326.0,4717485.0,1376672.0
358,AR,71921,1,516.0,75.0,44.0,0.0,73.0,2385548.0,3050617.25,1335799.0
359,AR,71923,1,512.0,114.0,47.0,0.0,212.0,2106894.0,2655056.25,1435364.0
360,AR,71929,1,314.0,78.0,23.0,1.0,179.0,1366694.0,1487682.62,2363092.0
361,AR,71937,1,413.0,61.0,32.0,0.0,173.0,1017820.0,1382187.75,385047.0
362,AR,71941,1,224.0,37.0,19.0,0.0,56.0,681963.0,969723.38,160650.0
363,AR,71949,1,252.0,63.0,28.0,1.0,69.0,857657.0,1065223.25,518702.0
364,AR,71950,1,161.0,22.0,23.0,0.0,56.0,1226293.0,1665996.75,672552.0
365,AR,71953,2,386.0,84.0,30.0,0.0,72.0,1346814.0,1606527.31,237177.5
366,AR,71956,1,236.0,34.0,20.0,1.0,54.0,916831.0,1046504.5,159292.0
367,AR,71957,1,222.0,38.0,20.0,0.0,0.0,1134127.0,1218043.0,26933.0
368,AR,71958,1,304.0,37.0,31.0,1.0,0.0,1310357.0,1557760.75,817743.0
369,AR,71960,1,265.0,32.0,22.0,1.0,80.0,988660.0,1163045.62,136340.0
370,AR,71964,1,1007.0,332.0,68.0,6.0,800.0,3943423.0,5556631.5,1180281.0
371,AR,72006,1,155.0,23.0,18.0,0.0,31.0,552301.0,830147.44,68531.0
372,AR,72010,1,389.0,97.0,28.0,0.0,193.0,1353755.0,1528995.12,340713.0
373,AR,72011,2,285.0,60.0,22.0,2.0,117.0,880957.0,1213298.45,20757.5
374,AR,72012,1,949.0,196.0,68.0,0.0,73.0,3670004.0,4348269.5,1131254.0
375,AR,72013,1,255.0,45.0,27.0,0.0,66.0,915163.0,1553272.0,819986.0
376,AR,72015,2,740.0,234.0,48.0,1.0,231.0,2481426.5,2924717.5,1030413.5
377,AR,72016,1,268.0,40.0,28.0,1.0,75.0,1105564.0,1302326.12,102753.0
378,AR,72020,1,208.0,35.0,24.0,0.0,18.0,701830.0,1171179.12,748409.0
379,AR,72021,1,202.0,30.0,27.0,0.0,58.0,900595.0,1187141.0,396504.0
380,AR,72022,1,2708.0,665.0,174.0,6.0,512.0,8954273.0,11433596.0,5374501.0
381,AR,72023,1,2172.0,628.0,135.0,9.0,2172.0,6543683.0,7741286.0,3544950.0
382,AR,72024,1,302.0,44.0,30.0,0.0,43.0,1516342.0,2494479.5,191661.0
383,AR,72027,1,151.0,42.0,16.0,0.0,64.0,629913.0,775644.94,117190.0
384,AR,72029,1,203.0,33.0,28.0,0.0,63.0,814796.0,1182496.62,162727.0
385,AR,72031,1,406.0,91.0,39.0,0.0,134.0,1546330.0,1928361.88,519693.0
386,AR,72034,1,2136.0,647.0,131.0,2.0,549.0,7507723.0,9270045.0,311982.0
387,AR,72040,1,259.0,37.0,24.0,0.0,70.0,877762.0,1324135.88,1042719.0
388,AR,72042,1,379.0,94.0,38.0,1.0,160.0,905755.0,1282379.5,522656.0
389,AR,72046,1,313.0,44.0,33.0,0.0,90.0,1131000.0,1481778.5,91766.0
390,AR,72051,1,116.0,17.0,11.0,0.0,0.0,426808.0,426808.78,35784.0
391,AR,72058,1,790.0,248.0,52.0,0.0,662.0,2590279.0,3212935.25,1341421.0
392,AR,72061,1,166.0,33.0,18.0,0.0,50.0,587106.0,707591.06,119628.0
393,AR,72063,1,200.0,30.0,23.0,3.0,42.0,398527.0,753620.0,281269.0
394,AR,72064,1,181.0,44.0,20.0,1.0,27.0,626830.0,914672.44,228548.0
395,AR,72067,1,207.0,30.0,25.0,0.0,74.0,920327.0,1141504.38,234398.0
396,AR,72076,2,702.0,155.0,58.0,2.0,598.0,2033882.0,2995912.0,102807807.5
397,AR,72081,1,314.0,45.0,33.0,0.0,77.0,1447376.0,1447376.62,291200.0
398,AR,72086,1,592.0,136.0,48.0,0.0,217.0,1561376.0,2723230.75,254286.0
399,AR,72101,1,305.0,44.0,27.0,0.0,103.0,2390272.0,3340272.0,4666756.0
400,AR,72104,3,396.0,91.0,36.0,0.0,130.0,1785573.0,2021608.88,557422.33
401,AR,72106,1,402.0,110.0,35.0,1.0,222.0,1371248.0,1626216.75,277072.0
402,AR,72110,1,670.0,164.0,57.0,4.0,316.0,1798656.0,2378840.0,1766554.0
403,AR,72111,1,220.0,26.0,18.0,0.0,44.0,813569.0,1191016.25,52320.0
404,AR,72112,1,500.0,68.0,47.0,6.0,92.0,2053342.0,2183571.75,499560.0
405,AR,72113,2,742.0,148.0,51.0,0.0,165.0,2784985.5,3461849.25,831136.5
406,AR,72114,1,2162.0,531.0,155.0,29.0,76.0,9501711.0,10670096.0,920901.0
407,AR,72116,1,737.0,99.0,37.0,2.0,127.0,1308135.0,1515742.38,1763264.0
408,AR,72117,1,154.0,21.0,13.0,0.0,50.0,510482.0,669267.56,83307.0
409,AR,72120,1,1437.0,330.0,92.0,0.0,276.0,6118140.0,7647243.0,12124185.0
410,AR,72121,1,354.0,52.0,34.0,0.0,64.0,1438951.0,2265945.75,1401450.0
411,AR,72126,1,448.0,78.0,37.0,0.0,137.0,1649007.0,2094711.38,776894.0
412,AR,72128,1,297.0,51.0,20.0,0.0,64.0,927757.0,1099369.75,144799.0
413,AR,72131,1,320.0,46.0,27.0,0.0,59.0,1205039.0,2871335.0,1813398.0
414,AR,72137,1,396.0,71.0,33.0,0.0,63.0,1735790.0,1826841.0,554904.0
415,AR,72143,2,787.0,185.0,58.0,8.0,320.0,2688064.0,3368400.38,425400.5
416,AR,72150,1,934.0,297.0,64.0,1.0,288.0,2299086.0,3213252.75,705590.0
417,AR,72153,1,168.0,23.0,17.0,0.0,63.0,628585.0,776954.19,241256.0
418,AR,72160,1,456.0,99.0,41.0,0.0,200.0,1448177.0,2007398.5,752360.0
419,AR,72173,1,749.0,235.0,57.0,0.0,529.0,2666267.0,3354887.25,455872.0
420,AR,72201,1,460.0,115.0,28.0,0.0,194.0,1040000.0,2227000.0,380000.0
421,AR,72202,1,2347.0,569.0,163.0,9.0,499.0,8485228.0,11007212.0,1184418.0
422,AR,72203,1,96.0,13.0,12.0,1.0,30.0,539179.0,920372.0,53556.0
423,AR,72204,1,1111.0,268.0,91.0,4.0,258.0,4643839.0,6722184.0,475666.0
424,AR,72205,2,724.0,144.0,71.0,2.0,138.0,2983659.5,4267703.94,509938.0
425,AR,72206,2,356.0,84.0,30.0,2.0,108.0,1481287.5,1914845.81,12677303.5
426,AR,72209,2,469.0,100.0,46.0,8.0,71.0,1667655.0,2679161.03,576161.5
427,AR,72210,1,846.0,185.0,79.0,6.0,133.0,3222355.0,5114040.0,741249.0
428,AR,72223,1,573.0,123.0,44.0,0.0,229.0,2986944.0,3672332.0,1239858.0
429,AR,72301,1,1112.0,323.0,74.0,1.0,550.0,3494391.0,4427280.5,993272.0
430,AR,72310,1,197.0,42.0,20.0,0.0,82.0,157078.0,262709.78,46709.0
431,AR,72312,1,355.0,59.0,31.0,0.0,46.0,1326466.0,1665772.88,261435.0
432,AR,72315,3,488.0,89.0,49.0,0.0,175.0,1753482.67,2203997.69,575213.0
433,AR,72324,1,267.0,42.0,32.0,1.0,75.0,1233135.0,1380338.75,169647.0
434,AR,72331,1,285.0,43.0,31.0,0.0,80.0,860947.0,1273607.12,283597.0
435,AR,72335,1,693.0,176.0,54.0,8.0,302.0,2718600.0,3038600.0,4036750.0
436,AR,72342,1,209.0,43.0,18.0,0.0,73.0,733422.0,1088220.62,934961.0
437,AR,72354,1,327.0,52.0,28.0,0.0,92.0,1040572.0,1305842.0,242701.0
438,AR,72360,1,314.0,51.0,38.0,0.0,36.0,977159.0,1284814.38,11145.0
439,AR,72364,1,911.0,277.0,65.0,0.0,241.0,3369195.0,3990474.75,658467.0
440,AR,72365,1,167.0,45.0,16.0,0.0,111.0,716826.0,1060195.38,257824.0
441,AR,72366,1,174.0,36.0,23.0,0.0,26.0,502498.0,916918.75,287443.0
442,AR,72370,1,320.0,76.0,33.0,0.0,102.0,1242539.0,1770541.38,4018448.0
443,AR,72372,1,385.0,55.0,31.0,0.0,100.0,1048925.0,1388280.0,7427969.0
444,AR,72390,1,609.0,105.0,56.0,0.0,0.0,1742948.0,2464913.0,22761.0
445,AR,72395,1,572.0,81.0,49.0,3.0,146.0,1787969.0,1989907.75,100102.0
446,AR,72396,1,796.0,188.0,66.0,1.0,578.0,2796685.0,3127852.0,1651355.0
447,AR,72401,2,1117.0,284.0,74.0,0.0,308.0,3188036.5,4098022.88,2929580.5
448,AR,72404,2,636.0,167.0,50.0,2.0,276.0,1880247.0,2114735.12,669649.5
449,AR,72411,1,262.0,33.0,20.0,1.0,28.0,834120.0,1100034.88,238933.0
450,AR,72417,1,465.0,156.0,40.0,1.0,290.0,1906501.0,2346619.75,537958.0
451,AR,72422,1,413.0,64.0,33.0,0.0,84.0,1511071.0,2118877.25,100768.0
452,AR,72432,1,375.0,89.0,31.0,0.0,95.0,1718009.0,1968618.0,907457.0
453,AR,72433,1,398.0,60.0,43.0,0.0,212.0,1567064.0,2007344.5,306440.0
454,AR,72434,1,292.0,65.0,21.0,1.0,95.0,863273.0,966162.44,290299.0
455,AR,72437,1,369.0,68.0,35.0,0.0,0.0,1258583.0,1368428.5,216509.0
456,AR,72442,1,306.0,78.0,28.0,1.0,122.0,1074027.0,1524623.0,693128.0
457,AR,72443,1,351.0,58.0,27.0,0.0,106.0,1124325.0,1468297.5,424747.0
458,AR,72444,1,219.0,36.0,20.0,0.0,25.0,672304.0,837515.31,46570.0
459,AR,72447,1,172.0,51.0,16.0,0.0,54.0,605268.0,789784.81,319529.0
460,AR,72450,2,868.0,232.0,62.0,1.0,324.0,1778321.5,3230311.25,1255206.0
461,AR,72454,1,411.0,60.0,36.0,0.0,106.0,1311360.0,1622560.75,480828.0
462,AR,72455,1,447.0,131.0,32.0,0.0,189.0,1588286.0,1948502.25,941263.0
463,AR,72461,1,263.0,41.0,22.0,0.0,41.0,1207014.0,1343271.5,238642.0
464,AR,72469,1,205.0,29.0,19.0,0.0,57.0,660313.0,849564.62,276790.0
465,AR,72472,1,436.0,98.0,40.0,0.0,83.0,1809715.0,2298780.25,375956.0
466,AR,72473,1,329.0,66.0,24.0,0.0,120.0,1338148.0,1571128.12,212494.0
467,AR,72476,1,417.0,62.0,40.0,0.0,179.0,1307208.0,1633436.12,1129371.0
468,AR,72501,2,534.0,146.0,38.0,0.0,172.0,1473140.0,2014220.19,587464.0
469,AR,72517,1,142.0,33.0,16.0,0.0,6.0,600000.0,750000.0,300000.0
470,AR,72519,1,174.0,28.0,21.0,0.0,52.0,747751.0,797101.75,80767.0
471,AR,72521,1,373.0,78.0,39.0,2.0,77.0,2860635.0,3342989.25,1161898.0
472,AR,72523,1,221.0,33.0,21.0,0.0,68.0,697560.0,925380.56,124125.0
473,AR,72542,1,522.0,116.0,50.0,0.0,245.0,1760033.0,2292837.0,205674.0
474,AR,72543,1,504.0,109.0,36.0,0.0,121.0,1714613.0,2204647.75,172978.0
475,AR,72554,1,205.0,39.0,20.0,0.0,36.0,643792.0,939523.0,89488.0
476,AR,72556,1,423.0,64.0,34.0,0.0,44.0,1710890.0,2035594.75,627289.0
477,AR,72560,1,340.0,84.0,30.0,3.0,150.0,1266924.0,1266924.0,62594.0
478,AR,72562,1,413.0,78.0,35.0,0.0,93.0,1297461.0,1679828.75,346600.0
479,AR,72568,1,249.0,38.0,21.0,0.0,32.0,874925.0,1058742.12,370690.0
480,AR,72576,1,382.0,58.0,28.0,0.0,83.0,1293658.0,1472133.38,147901.0
481,AR,72583,1,171.0,30.0,20.0,1.0,59.0,747492.0,1028170.75,92768.0
482,AR,72601,2,542.0,122.0,44.0,1.0,135.0,2374774.5,2637055.5,996792.5
483,AR,72611,1,243.0,28.0,20.0,0.0,39.0,1546602.0,1743451.5,662367.0
484,AR,72616,1,581.0,141.0,46.0,2.0,220.0,1891493.0,2449529.75,521826.0
485,AR,72626,1,299.0,47.0,29.0,1.0,119.0,1042712.0,1546883.25,327977.0
486,AR,72632,1,196.0,49.0,18.0,0.0,55.0,753899.0,1004924.0,266402.0
487,AR,72634,1,234.0,60.0,20.0,1.0,37.0,559111.0,683815.94,194821.0
488,AR,72638,1,387.0,84.0,31.0,1.0,84.0,1435116.0,1796595.75,636858.0
489,AR,72641,1,232.0,25.0,23.0,1.0,41.0,875178.0,1042689.94,409823.0
490,AR,72644,1,166.0,21.0,16.0,0.0,27.0,560286.0,810931.12,160466.0
491,AR,72650,1,383.0,62.0,38.0,0.0,97.0,1228524.0,1626790.75,446161.0
492,AR,72653,1,1244.0,310.0,98.0,8.0,313.0,4003362.0,5133344.0,1584217.0
493,AR,72658,1,224.0,39.0,29.0,0.0,21.0,675550.0,862525.0,103581.0
494,AR,72662,1,170.0,36.0,18.0,0.0,29.0,976181.0,1083543.5,1572977.0
495,AR,72680,1,88.0,11.0,9.0,0.0,27.0,408735.0,408735.38,12007.0
496,AR,72682,1,267.0,74.0,23.0,2.0,69.0,946118.0,1337705.12,466230.0
497,AR,72687,1,352.0,67.0,29.0,0.0,96.0,860283.0,1350381.0,188615.0
498,AR,72701,1,2568.0,551.0,195.0,5.0,515.0,13172104.0,15814908.0,922072.0
499,AR,72703,1,363.0,62.0,23.0,0.0,267.0,1667687.0,2084687.5,785620.0
500,AR,72712,3,1172.0,268.0,84.0,2.0,355.0,5156035.33,5950042.21,2824310.33
501,AR,72719,1,1815.0,376.0,131.0,9.0,444.0,7189584.0,8124654.0,3982269.0
502,AR,72722,1,162.0,33.0,24.0,2.0,25.0,617420.0,860975.94,273324.0
503,AR,72727,1,433.0,110.0,28.0,1.0,90.0,1383449.0,1685504.25,508165.0
504,AR,72730,1,558.0,161.0,43.0,2.0,155.0,2075333.0,2673086.25,268706.0
505,AR,72734,1,454.0,99.0,40.0,3.0,111.0,1799773.0,2018252.62,260769.0
506,AR,72736,1,597.0,137.0,44.0,0.0,90.0,2457303.0,3100492.25,371878.0
507,AR,72737,1,276.0,68.0,24.0,1.0,94.0,944742.0,1222607.12,279305.0
508,AR,72740,1,633.0,154.0,46.0,1.0,117.0,2534402.0,3025371.0,756609.0
509,AR,72742,1,118.0,17.0,14.0,0.0,26.0,455704.0,687831.88,315823.0
510,AR,72744,1,464.0,94.0,40.0,1.0,89.0,1897833.0,2122997.0,314238.0
511,AR,72751,2,340.0,70.0,24.0,0.0,167.0,1256041.5,1769990.88,807292.5
512,AR,72753,1,610.0,148.0,45.0,0.0,213.0,2132957.0,2614573.0,388308.0
513,AR,72756,2,1086.0,233.0,72.0,6.0,354.0,3501082.5,4470382.75,1396446.0
514,AR,72758,2,1397.0,275.0,78.0,6.0,570.0,4186458.0,5328704.5,1305407.0
515,AR,72760,1,110.0,23.0,13.0,0.0,15.0,720944.0,843788.25,174573.0
516,AR,72761,1,1348.0,290.0,90.0,11.0,288.0,5216681.0,6161356.0,1392292.0
517,AR,72762,1,2283.0,691.0,155.0,13.0,507.0,9114614.0,11298877.0,936127.0
518,AR,72764,2,1464.0,326.0,111.0,6.0,252.0,5775813.0,7161366.38,1028199.5
519,AR,72774,1,313.0,83.0,27.0,5.0,115.0,951822.0,1359553.38,233844.0
520,AR,72802,1,1221.0,372.0,92.0,6.0,536.0,4345443.0,5358787.5,7499562.0
521,AR,72823,1,283.0,68.0,25.0,2.0,67.0,901676.0,1167300.12,280239.0
522,AR,72830,1,582.0,175.0,39.0,2.0,472.0,2038347.0,2427955.75,1073222.0
523,AR,72832,1,298.0,46.0,29.0,0.0,43.0,1076090.0,4650000.0,712245.0
524,AR,72833,1,263.0,55.0,23.0,0.0,167.0,951409.0,1176244.12,382453.0
525,AR,72834,1,573.0,111.0,46.0,0.0,203.0,2100000.0,2500000.0,250000.0
526,AR,72837,1,436.0,97.0,37.0,1.0,109.0,1381405.0,1739943.0,821921.0
527,AR,72842,1,182.0,31.0,19.0,0.0,41.0,498564.0,534260.31,124358.0
528,AR,72843,1,279.0,62.0,24.0,0.0,68.0,1095399.0,1346983.62,461333.0
529,AR,72846,1,489.0,82.0,37.0,0.0,85.0,1794456.0,1958381.88,302122.0
530,AR,72852,1,83.0,14.0,12.0,0.0,16.0,392175.0,520119.0,409823.0
531,AR,72853,1,509.0,40.0,40.0,0.0,88.0,2592815.0,3184774.5,1023313.0
532,AR,72855,1,322.0,91.0,32.0,1.0,71.0,1668822.0,2046926.5,291180.0
533,AR,72858,1,380.0,112.0,30.0,0.0,117.0,1443211.0,1687937.75,711295.0
534,AR,72863,1,190.0,30.0,18.0,0.0,73.0,661998.0,804843.12,108634.0
535,AR,72901,1,1725.0,573.0,121.0,5.0,784.0,5640259.0,7593091.0,1486606.0
536,AR,72903,1,1537.0,542.0,111.0,6.0,995.0,5725232.0,7294113.5,1339701.0
537,AR,72921,1,1059.0,265.0,63.0,6.0,313.0,4030447.0,4898809.5,876330.0
538,AR,72927,1,278.0,103.0,21.0,2.0,120.0,1153403.0,1153403.75,462575.0
539,AR,72928,1,214.0,29.0,17.0,0.0,73.0,815475.0,1058273.5,283268.0
540,AR,72932,1,277.0,86.0,26.0,0.0,104.0,1087715.0,1681233.62,743720.0
541,AR,72933,1,408.0,64.0,27.0,1.0,151.0,1374499.0,1956194.25,484212.0
542,AR,72936,1,904.0,299.0,59.0,0.0,757.0,3255757.0,4208372.5,1158124.0
543,AR,72937,1,298.0,58.0,25.0,0.0,101.0,1205816.0,1529879.5,172455.0
544,AR,72938,1,124.0,29.0,12.0,0.0,11.0,577439.0,755282.38,89378.0
545,AR,72941,1,240.0,49.0,25.0,0.0,107.0,971927.0,1241269.25,186626.0
546,AR,72943,1,256.0,35.0,23.0,2.0,66.0,1118225.0,1253035.62,826524.0
547,AR,72944,2,144.0,34.0,16.0,0.0,28.0,685930.5,830666.77,378101.0
548,AR,72946,1,209.0,43.0,17.0,1.0,53.0,731734.0,895242.25,356329.0
549,AR,72947,1,93.0,23.0,11.0,0.0,25.0,442142.0,619640.0,97721.0
550,AR,72949,1,386.0,106.0,27.0,1.0,204.0,1269505.0,1498006.12,886676.0
551,AR,72956,1,1268.0,415.0,83.0,0.0,0.0,4499230.0,5506809.0,2143153.0
552,AR,72958,1,416.0,86.0,40.0,0.0,113.0,1634566.0,1988503.12,117588.0
553,AZ,85003,1,147.0,102.0,52.0,45.0,0.0,170708.0,399311.19,400000.0
554,AZ,85004,4,558.0,121.0,45.0,2.0,70.0,1675554.75,2732939.56,380374.25
555,AZ,85006,4,220.0,58.0,52.0,14.0,59.0,958029.11,1386905.2,871824.44
556,AZ,85007,3,315.0,73.0,46.0,0.0,59.0,916019.67,1232687.0,283976.67
557,AZ,85009,1,2236.0,474.0,121.0,55.0,456.0,6850519.0,8095398.0,459899.0
558,AZ,85012,2,1112.0,228.0,74.0,22.0,246.0,3684834.0,4390907.72,230996.0
559,AZ,85013,2,141.0,28.0,52.0,0.0,40.0,430217.5,730356.75,306870.0
560,AZ,85014,5,738.0,206.0,69.0,6.0,159.0,1900563.2,2469946.2,852330.8
561,AZ,85015,1,316.0,289.0,13.0,106.0,47.0,759415.0,1013713.69,36877.0
562,AZ,85016,1,2208.0,456.0,122.0,52.0,547.0,6007336.0,7511529.0,750668.0
563,AZ,85017,3,191.0,114.0,52.0,13.0,0.0,247099.67,505400.66,50302.67
564,AZ,85018,4,662.0,157.0,58.0,9.0,146.0,1573893.5,2065753.34,321606.5
565,AZ,85019,3,1092.0,288.0,82.0,51.0,169.0,2667602.0,3403652.8,346453.0
566,AZ,85020,1,315.0,52.0,52.0,5.0,1.0,581352.0,862876.25,355615.0
567,AZ,85021,4,980.0,214.0,69.0,0.0,236.0,2545129.5,3335621.02,338960.0
568,AZ,85022,3,187.0,43.0,52.0,8.0,12.0,484408.0,720197.18,276816.0
569,AZ,85023,1,1488.0,325.0,72.0,0.0,413.0,4232732.0,5459516.5,362168.0
570,AZ,85024,1,1864.0,422.0,80.0,0.0,447.0,3407104.0,4594659.5,490591.0
571,AZ,85027,2,852.0,208.0,40.0,0.0,176.0,1818027.0,3164398.5,1063251.0
572,AZ,85028,3,754.0,165.0,58.0,7.0,132.0,1934386.0,2846234.83,858437.33
573,AZ,85029,3,567.0,155.0,60.0,22.0,116.0,1406276.67,1786411.73,241217.0
574,AZ,85032,5,519.0,155.0,44.0,19.0,141.0,1161901.6,1631516.54,256217.0
575,AZ,85033,6,1133.0,255.0,75.0,27.0,211.0,2940003.17,3733626.39,689046.33
576,AZ,85034,1,254.0,49.0,52.0,0.0,48.0,991461.0,1519037.0,151274.0
577,AZ,85035,2,58.0,16.0,52.0,0.0,0.0,109068.0,220917.28,750.0
578,AZ,85037,1,348.0,266.0,52.0,0.0,3.0,242878.0,242878.0,2716173.0
579,AZ,85040,4,633.0,126.0,66.0,12.0,89.0,1513787.5,1953875.75,938540.5
580,AZ,85041,1,32.0,9.0,52.0,0.0,0.0,44567.0,105807.31,200436.0
581,AZ,85042,4,289.0,82.0,52.0,0.0,39.0,477547.0,714055.96,679598.5
582,AZ,85043,4,260.0,91.0,52.0,18.0,0.0,451553.75,789867.07,689247.25
583,AZ,85044,1,2578.0,581.0,114.0,39.0,168.0,5745280.0,7688918.5,2800488.0
584,AZ,85048,2,1824.0,395.0,89.0,16.0,306.0,4255414.5,5643806.5,2639408.0
585,AZ,85050,1,2647.0,623.0,100.0,0.0,1167.0,4439939.0,5819094.5,471231.0
586,AZ,85051,5,511.0,144.0,54.0,27.0,47.0,1119924.2,1660027.92,2021437.2
587,AZ,85053,3,591.0,155.0,56.0,0.0,113.0,1624532.0,2140714.08,348091.0
588,AZ,85086,1,2533.0,550.0,108.0,0.0,591.0,4902012.0,7105318.0,2206796.0
589,AZ,85120,2,189.0,33.0,26.0,1.0,18.0,334003.5,922297.81,892483.0
590,AZ,85122,2,198.0,48.0,52.0,19.0,20.0,382650.5,506471.25,264381.0
