,crdc_id,fips,year,ncessch,leaid,grade,race,sex,disability,lep,students_retained
387,450000401227,45,2017,450000401227,4500004,12,2,1,99,99,2.0
388,450000401227,45,2017,450000401227,4500004,12,2,2,99,99,0.0
389,450000401227,45,2017,450000401227,4500004,12,2,99,99,99,2.0
390,450000401227,45,2017,450000401227,4500004,12,3,1,99,99,0.0
391,450000401227,45,2017,450000401227,4500004,12,3,2,99,99,0.0
392,450000401227,45,2017,450000401227,4500004,12,3,99,99,99,0.0
393,450000401227,45,2017,450000401227,4500004,12,4,1,99,99,0.0
394,450000401227,45,2017,450000401227,4500004,12,4,2,99,99,0.0
395,450000401227,45,2017,450000401227,4500004,12,4,99,99,99,0.0
396,450000401227,45,2017,450000401227,4500004,12,5,1,99,99,0.0
